Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1742972548,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1742972549,10,,Aggregated,0.000000,0.000000,660,660,670,700,720,720,720,720,720,720,720,10,0,640.0,569.0636976999983,391.13825899998744,717.9831290000038,12157.2
1742972550,20,,Aggregated,0.000000,0.000000,390,430,660,660,700,720,720,720,720,720,720,19,3,390.0,366.5215372105272,20.801257000002238,717.9831290000038,12746.947368421053
1742972551,30,,Aggregated,7.000000,0.000000,140,360,410,430,660,700,720,720,720,720,720,34,9,140.0,249.4737947058831,20.801257000002238,717.9831290000038,12444.764705882353
1742972552,40,,Aggregated,8.500000,0.500000,120,190,360,380,640,670,700,720,720,720,720,51,16,120.0,201.213562254902,20.801257000002238,717.9831290000038,11264.549019607843
1742972553,50,,Aggregated,11.000000,2.666667,120,190,360,390,670,3100,3400,3400,3400,3400,3400,72,27,110.0,359.10993845833286,20.668928000006304,3377.9254290000013,9253.694444444445
1742972554,60,,Aggregated,12.000000,3.250000,120,200,360,410,1100,3200,3400,3400,3400,3400,3400,99,32,120.0,443.9883759292923,20.668928000006304,3385.790990000004,10093.737373737375
1742972555,70,,Aggregated,13.200000,4.200000,110,180,350,390,1300,3200,3400,3400,3400,3400,3400,135,43,110.0,471.06790242962904,20.668928000006304,3385.790990000004,9874.133333333333
1742972556,80,,Aggregated,15.500000,4.833333,110,180,280,380,3100,3200,3200,3400,3400,3400,3400,169,54,110.0,483.69675415384563,20.516008000001307,3385.790990000004,10035.846153846154
1742972557,90,,Aggregated,17.285714,5.428571,110,170,260,360,3100,3200,3200,3400,5100,5100,5100,212,69,100.0,491.6778600141503,20.298087000000464,5070.727296000001,10421.169811320755
1742972558,100,,Aggregated,20.000000,6.500000,110,180,360,660,3100,3200,3200,3400,5100,5100,5100,256,82,110.0,557.2790593828123,20.26401599999872,5070.727296000001,10521.2265625
1742972559,100,,Aggregated,21.666667,7.000000,100,170,350,670,3100,3200,3200,3400,5100,5100,5100,310,94,100.0,533.3010461677413,20.26083399999834,5070.727296000001,10931.561290322581
1742972560,100,,Aggregated,24.400000,8.100000,100,170,330,700,3100,3200,3200,3400,5100,5100,5100,358,102,100.0,533.008898513966,20.26083399999834,5070.727296000001,11323.6312849162
1742972561,100,,Aggregated,29.000000,9.000000,100,130,190,410,1300,3200,3200,3400,5100,5100,5100,414,111,100.0,484.94677910627996,20.26083399999834,5070.727296000001,11762.299516908213
1742972562,100,,Aggregated,33.000000,10.000000,100,130,200,390,1200,3200,3200,3400,5100,5100,5100,455,117,100.0,473.3262758373626,20.26083399999834,5070.727296000001,11441.098901098901
1742972563,100,,Aggregated,36.100000,10.000000,100,120,190,380,1200,3200,3200,3200,5100,5100,5100,507,126,100.0,459.2808006114397,20.26083399999834,5070.727296000001,11463.30177514793
1742972564,100,,Aggregated,39.100000,10.200000,100,110,180,360,1200,3100,3200,3200,5100,5100,5100,560,132,100.0,440.96950543214285,20.02798999998845,5070.727296000001,11568.992857142857
1742972565,100,,Aggregated,42.500000,10.200000,100,110,180,320,1200,3100,3200,3200,5100,5100,5100,602,140,100.0,421.68802593189355,20.02798999998845,5070.727296000001,11715.764119601328
1742972566,100,,Aggregated,44.200000,10.000000,100,110,180,280,1200,3100,3200,3200,5100,5100,5100,652,146,100.0,416.3584536748462,20.02798999998845,5070.727296000001,11838.831288343557
1742972567,100,,Aggregated,46.500000,9.800000,100,110,170,240,1200,3100,3200,3200,5100,5100,5100,704,153,100.0,397.00002931392027,20.02798999998845,5070.727296000001,11910.772727272728
1742972568,100,,Aggregated,47.600000,9.300000,100,110,170,240,1200,3100,3200,3200,5100,5100,5100,755,159,100.0,387.1991162370862,20.02798999998845,5070.727296000001,12067.61059602649
1742972569,100,,Aggregated,49.300000,8.900000,100,110,160,230,1200,3100,3200,3200,5100,5100,5100,803,163,100.0,375.48271367123306,20.02798999998845,5070.727296000001,12324.11706102117
1742972570,100,,Aggregated,49.100000,7.400000,100,110,140,230,1200,3100,3200,3200,5100,5100,5100,854,173,100.0,368.06817433489493,20.02798999998845,5070.727296000001,12192.728337236535
